Year,SERIES,UNIT_MEASURE,SEX,Type_of_skill,AGE,URBANISATION,Value
2021,SE_ADT_ACTS,PT,M,HLTHINF,Y25T74,ALLAREA,58.7
2023,SE_ADT_ACTS,PT,M,HLTHINF,Y25T74,ALLAREA,56.2
2021,SE_ADT_ACTS,PT,_T,INST,Y25T74,ALLAREA,11.5
2023,SE_ADT_ACTS,PT,_T,INST,Y25T74,ALLAREA,12.0
2021,SE_ADT_ACTS,PT,F,INST,Y25T74,ALLAREA,9.9
2023,SE_ADT_ACTS,PT,F,INST,Y25T74,ALLAREA,10.3
2021,SE_ADT_ACTS,PT,M,INST,Y25T74,ALLAREA,13.4
2023,SE_ADT_ACTS,PT,M,INST,Y25T74,ALLAREA,13.7
2018,SE_ADT_ACTS,PT,_T,INTBNK,Y25T74,ALLAREA,7.4
2019,SE_ADT_ACTS,PT,_T,INTBNK,Y25T74,ALLAREA,7.2
2020,SE_ADT_ACTS,PT,_T,INTBNK,Y25T74,ALLAREA,17.5
2021,SE_ADT_ACTS,PT,_T,INTBNK,Y25T74,ALLAREA,17.7
2023,SE_ADT_ACTS,PT,_T,INTBNK,Y25T74,ALLAREA,23.2
2018,SE_ADT_ACTS,PT,F,INTBNK,Y25T74,ALLAREA,6.4
2019,SE_ADT_ACTS,PT,F,INTBNK,Y25T74,ALLAREA,5.7
2020,SE_ADT_ACTS,PT,F,INTBNK,Y25T74,ALLAREA,14.6
2021,SE_ADT_ACTS,PT,F,INTBNK,Y25T74,ALLAREA,17.4
2023,SE_ADT_ACTS,PT,F,INTBNK,Y25T74,ALLAREA,21.1
2018,SE_ADT_ACTS,PT,M,INTBNK,Y25T74,ALLAREA,8.7
2019,SE_ADT_ACTS,PT,M,INTBNK,Y25T74,ALLAREA,9.2
2020,SE_ADT_ACTS,PT,M,INTBNK,Y25T74,ALLAREA,20.6
2021,SE_ADT_ACTS,PT,M,INTBNK,Y25T74,ALLAREA,17.9
2023,SE_ADT_ACTS,PT,M,INTBNK,Y25T74,ALLAREA,25.1
2017,SE_ADT_ACTS,PT,_T,ONLCNS,Y25T74,ALLAREA,2.7
2019,SE_ADT_ACTS,PT,_T,ONLCNS,Y25T74,ALLAREA,4.9
2021,SE_ADT_ACTS,PT,_T,ONLCNS,Y25T74,ALLAREA,4.0
2023,SE_ADT_ACTS,PT,_T,ONLCNS,Y25T74,ALLAREA,4.6
2017,SE_ADT_ACTS,PT,F,ONLCNS,Y25T74,ALLAREA,2.1
2019,SE_ADT_ACTS,PT,F,ONLCNS,Y25T74,ALLAREA,4.0
2021,SE_ADT_ACTS,PT,F,ONLCNS,Y25T74,ALLAREA,4.2
2023,SE_ADT_ACTS,PT,F,ONLCNS,Y25T74,ALLAREA,4.1
2017,SE_ADT_ACTS,PT,M,ONLCNS,Y25T74,ALLAREA,3.2
2019,SE_ADT_ACTS,PT,M,ONLCNS,Y25T74,ALLAREA,6.0
2021,SE_ADT_ACTS,PT,M,ONLCNS,Y25T74,ALLAREA,3.8
2023,SE_ADT_ACTS,PT,M,ONLCNS,Y25T74,ALLAREA,5.4
2017,SE_ADT_ACTS,PT,_T,PCPR,Y25T74,ALLAREA,1.7
2019,SE_ADT_ACTS,PT,_T,PCPR,Y25T74,ALLAREA,1.2
2017,SE_ADT_ACTS,PT,F,PCPR,Y25T74,ALLAREA,0.7
2019,SE_ADT_ACTS,PT,F,PCPR,Y25T74,ALLAREA,0.6
2017,SE_ADT_ACTS,PT,M,PCPR,Y25T74,ALLAREA,2.8
2019,SE_ADT_ACTS,PT,M,PCPR,Y25T74,ALLAREA,2.1
2021,SE_ADT_ACTS,PT,_T,PRVCY,Y25T74,ALLAREA,5.5
2023,SE_ADT_ACTS,PT,_T,PRVCY,Y25T74,ALLAREA,7.6
2021,SE_ADT_ACTS,PT,F,PRVCY,Y25T74,ALLAREA,4.4
2023,SE_ADT_ACTS,PT,F,PRVCY,Y25T74,ALLAREA,5.7
2021,SE_ADT_ACTS,PT,M,PRVCY,Y25T74,ALLAREA,6.9
2023,SE_ADT_ACTS,PT,M,PRVCY,Y25T74,ALLAREA,9.4
2021,SE_ADT_ACTS,PT,_T,SCRTY,Y25T74,ALLAREA,6.3
2023,SE_ADT_ACTS,PT,_T,SCRTY,Y25T74,ALLAREA,10.5
2021,SE_ADT_ACTS,PT,F,SCRTY,Y25T74,ALLAREA,5.6
2023,SE_ADT_ACTS,PT,F,SCRTY,Y25T74,ALLAREA,7.9
2021,SE_ADT_ACTS,PT,M,SCRTY,Y25T74,ALLAREA,7.0
2023,SE_ADT_ACTS,PT,M,SCRTY,Y25T74,ALLAREA,13.1
2018,SE_ADT_ACTS,PT,_T,SNTWK,Y25T74,ALLAREA,63.9
2019,SE_ADT_ACTS,PT,_T,SNTWK,Y25T74,ALLAREA,65.8
2020,SE_ADT_ACTS,PT,_T,SNTWK,Y25T74,ALLAREA,65.9
2021,SE_ADT_ACTS,PT,_T,SNTWK,Y25T74,ALLAREA,63.0
2023,SE_ADT_ACTS,PT,_T,SNTWK,Y25T74,ALLAREA,66.8
2018,SE_ADT_ACTS,PT,F,SNTWK,Y25T74,ALLAREA,65.3
2019,SE_ADT_ACTS,PT,F,SNTWK,Y25T74,ALLAREA,66.4
2020,SE_ADT_ACTS,PT,F,SNTWK,Y25T74,ALLAREA,65.0
2021,SE_ADT_ACTS,PT,F,SNTWK,Y25T74,ALLAREA,63.3
2023,SE_ADT_ACTS,PT,F,SNTWK,Y25T74,ALLAREA,66.8
2018,SE_ADT_ACTS,PT,M,SNTWK,Y25T74,ALLAREA,62.1
2019,SE_ADT_ACTS,PT,M,SNTWK,Y25T74,ALLAREA,64.9
2020,SE_ADT_ACTS,PT,M,SNTWK,Y25T74,ALLAREA,66.9
2021,SE_ADT_ACTS,PT,M,SNTWK,Y25T74,ALLAREA,62.6
2023,SE_ADT_ACTS,PT,M,SNTWK,Y25T74,ALLAREA,66.8
2017,SE_ADT_ACTS,PT,_T,SOFT,Y25T74,ALLAREA,18.5
2021,SE_ADT_ACTS,PT,_T,SOFT,Y25T74,ALLAREA,29.3
2023,SE_ADT_ACTS,PT,_T,SOFT,Y25T74,ALLAREA,37.0
2017,SE_ADT_ACTS,PT,F,SOFT,Y25T74,ALLAREA,16.6
2021,SE_ADT_ACTS,PT,F,SOFT,Y25T74,ALLAREA,26.1
2023,SE_ADT_ACTS,PT,F,SOFT,Y25T74,ALLAREA,36.3
2017,SE_ADT_ACTS,PT,M,SOFT,Y25T74,ALLAREA,20.8
2021,SE_ADT_ACTS,PT,M,SOFT,Y25T74,ALLAREA,33.0
2023,SE_ADT_ACTS,PT,M,SOFT,Y25T74,ALLAREA,37.8
2017,SE_ADT_ACTS,PT,_T,TRAF,Y25T74,ALLAREA,56.2
2019,SE_ADT_ACTS,PT,_T,TRAF,Y25T74,ALLAREA,45.2
2021,SE_ADT_ACTS,PT,_T,TRAF,Y25T74,ALLAREA,12.8
2023,SE_ADT_ACTS,PT,_T,TRAF,Y25T74,ALLAREA,14.4
2017,SE_ADT_ACTS,PT,F,TRAF,Y25T74,ALLAREA,53.4
2019,SE_ADT_ACTS,PT,F,TRAF,Y25T74,ALLAREA,45.1
2021,SE_ADT_ACTS,PT,F,TRAF,Y25T74,ALLAREA,12.4
2023,SE_ADT_ACTS,PT,F,TRAF,Y25T74,ALLAREA,12.4
2017,SE_ADT_ACTS,PT,M,TRAF,Y25T74,ALLAREA,59.5
2019,SE_ADT_ACTS,PT,M,TRAF,Y25T74,ALLAREA,45.3
2021,SE_ADT_ACTS,PT,M,TRAF,Y25T74,ALLAREA,13.2
2023,SE_ADT_ACTS,PT,M,TRAF,Y25T74,ALLAREA,16.4
2017,SE_ADT_ACTS,PT,_T,UPLD,Y25T74,ALLAREA,43.9
2019,SE_ADT_ACTS,PT,_T,UPLD,Y25T74,ALLAREA,11.3
2020,SE_ADT_ACTS,PT,_T,UPLD,Y25T74,ALLAREA,23.3
2017,SE_ADT_ACTS,PT,F,UPLD,Y25T74,ALLAREA,39.5
2019,SE_ADT_ACTS,PT,F,UPLD,Y25T74,ALLAREA,10.0
2020,SE_ADT_ACTS,PT,F,UPLD,Y25T74,ALLAREA,23.4
2017,SE_ADT_ACTS,PT,M,UPLD,Y25T74,ALLAREA,48.6
2019,SE_ADT_ACTS,PT,M,UPLD,Y25T74,ALLAREA,13.1
2020,SE_ADT_ACTS,PT,M,UPLD,Y25T74,ALLAREA,23.2
2017,SE_ADT_ACTS,PT,_T,VOIP,Y25T74,ALLAREA,51.2
2018,SE_ADT_ACTS,PT,_T,VOIP,Y25T74,ALLAREA,80.9
2019,SE_ADT_ACTS,PT,_T,VOIP,Y25T74,ALLAREA,84.2
2020,SE_ADT_ACTS,PT,_T,VOIP,Y25T74,ALLAREA,90.6
2021,SE_ADT_ACTS,PT,_T,VOIP,Y25T74,ALLAREA,92.4
2023,SE_ADT_ACTS,PT,_T,VOIP,Y25T74,ALLAREA,94.0
2017,SE_ADT_ACTS,PT,F,VOIP,Y25T74,ALLAREA,54.4
2018,SE_ADT_ACTS,PT,F,VOIP,Y25T74,ALLAREA,79.9
2019,SE_ADT_ACTS,PT,F,VOIP,Y25T74,ALLAREA,81.4
2020,SE_ADT_ACTS,PT,F,VOIP,Y25T74,ALLAREA,90.2
2021,SE_ADT_ACTS,PT,F,VOIP,Y25T74,ALLAREA,93.1
2023,SE_ADT_ACTS,PT,F,VOIP,Y25T74,ALLAREA,94.1
2017,SE_ADT_ACTS,PT,M,VOIP,Y25T74,ALLAREA,47.7
2018,SE_ADT_ACTS,PT,M,VOIP,Y25T74,ALLAREA,82.2
2019,SE_ADT_ACTS,PT,M,VOIP,Y25T74,ALLAREA,87.8
2020,SE_ADT_ACTS,PT,M,VOIP,Y25T74,ALLAREA,91.1
2021,SE_ADT_ACTS,PT,M,VOIP,Y25T74,ALLAREA,91.7
2023,SE_ADT_ACTS,PT,M,VOIP,Y25T74,ALLAREA,93.8
2017,SE_ADT_ACTS,PT,_T,ARSP,_T,ALLAREA,9.2
2019,SE_ADT_ACTS,PT,_T,ARSP,_T,ALLAREA,7.5
2021,SE_ADT_ACTS,PT,_T,ARSP,_T,ALLAREA,18.0
2017,SE_ADT_ACTS,PT,F,ARSP,_T,ALLAREA,9.3
2019,SE_ADT_ACTS,PT,F,ARSP,_T,ALLAREA,6.3
2017,SE_ADT_ACTS,PT,M,ARSP,_T,ALLAREA,9.0
2019,SE_ADT_ACTS,PT,M,ARSP,_T,ALLAREA,9.0
2017,SE_ADT_ACTS,PT,_T,ARSP,_T,R,7.4
2019,SE_ADT_ACTS,PT,_T,ARSP,_T,R,5.5
2017,SE_ADT_ACTS,PT,F,ARSP,_T,R,7.6
2019,SE_ADT_ACTS,PT,F,ARSP,_T,R,4.6
2017,SE_ADT_ACTS,PT,M,ARSP,_T,R,7.2
2019,SE_ADT_ACTS,PT,M,ARSP,_T,R,6.4
2017,SE_ADT_ACTS,PT,_T,ARSP,_T,U,11.6
2019,SE_ADT_ACTS,PT,_T,ARSP,_T,U,10.3
2017,SE_ADT_ACTS,PT,F,ARSP,_T,U,11.6
2019,SE_ADT_ACTS,PT,F,ARSP,_T,U,8.4
2017,SE_ADT_ACTS,PT,M,ARSP,_T,U,11.6
2019,SE_ADT_ACTS,PT,M,ARSP,_T,U,12.9
2017,SE_ADT_ACTS,PT,_T,COPA,_T,ALLAREA,28.1
2019,SE_ADT_ACTS,PT,_T,COPA,_T,ALLAREA,22.5
2021,SE_ADT_ACTS,PT,_T,COPA,_T,ALLAREA,55.3
2023,SE_ADT_ACTS,PT,_T,COPA,_T,ALLAREA,51.8
2017,SE_ADT_ACTS,PT,F,COPA,_T,ALLAREA,25.9
2019,SE_ADT_ACTS,PT,F,COPA,_T,ALLAREA,19.3
2021,SE_ADT_ACTS,PT,F,COPA,_T,ALLAREA,53.2
2023,SE_ADT_ACTS,PT,F,COPA,_T,ALLAREA,50.7
2017,SE_ADT_ACTS,PT,M,COPA,_T,ALLAREA,30.7
2019,SE_ADT_ACTS,PT,M,COPA,_T,ALLAREA,26.1
2021,SE_ADT_ACTS,PT,M,COPA,_T,ALLAREA,57.8
2023,SE_ADT_ACTS,PT,M,COPA,_T,ALLAREA,52.9
2017,SE_ADT_ACTS,PT,_T,COPA,_T,R,23.8
2019,SE_ADT_ACTS,PT,_T,COPA,_T,R,19.4
2021,SE_ADT_ACTS,PT,_T,COPA,_T,R,52.9
2023,SE_ADT_ACTS,PT,_T,COPA,_T,R,47.9
2017,SE_ADT_ACTS,PT,F,COPA,_T,R,20.5
2019,SE_ADT_ACTS,PT,F,COPA,_T,R,16.5
2021,SE_ADT_ACTS,PT,F,COPA,_T,R,51.6
2023,SE_ADT_ACTS,PT,F,COPA,_T,R,46.8
2017,SE_ADT_ACTS,PT,M,COPA,_T,R,27.4
2019,SE_ADT_ACTS,PT,M,COPA,_T,R,22.4
2021,SE_ADT_ACTS,PT,M,COPA,_T,R,54.4
2023,SE_ADT_ACTS,PT,M,COPA,_T,R,48.8
2017,SE_ADT_ACTS,PT,_T,COPA,_T,U,34.1
2019,SE_ADT_ACTS,PT,_T,COPA,_T,U,26.6
2021,SE_ADT_ACTS,PT,_T,COPA,_T,U,58.5
2023,SE_ADT_ACTS,PT,_T,COPA,_T,U,57.2
2017,SE_ADT_ACTS,PT,F,COPA,_T,U,33.0
2019,SE_ADT_ACTS,PT,F,COPA,_T,U,22.7
2021,SE_ADT_ACTS,PT,F,COPA,_T,U,55.2
2023,SE_ADT_ACTS,PT,F,COPA,_T,U,55.6
2017,SE_ADT_ACTS,PT,M,COPA,_T,U,35.4
2019,SE_ADT_ACTS,PT,M,COPA,_T,U,31.8
2021,SE_ADT_ACTS,PT,M,COPA,_T,U,62.6
2023,SE_ADT_ACTS,PT,M,COPA,_T,U,58.8
2017,SE_ADT_ACTS,PT,_T,DLDONLD,_T,ALLAREA,75.0
2019,SE_ADT_ACTS,PT,_T,DLDONLD,_T,ALLAREA,62.5
2020,SE_ADT_ACTS,PT,_T,DLDONLD,_T,ALLAREA,65.6
2021,SE_ADT_ACTS,PT,_T,DLDONLD,_T,ALLAREA,72.8
2022,SE_ADT_ACTS,PT,_T,DLDONLD,_T,ALLAREA,70.2
2023,SE_ADT_ACTS,PT,_T,DLDONLD,_T,ALLAREA,80.9
2017,SE_ADT_ACTS,PT,F,DLDONLD,_T,ALLAREA,72.6
2019,SE_ADT_ACTS,PT,F,DLDONLD,_T,ALLAREA,53.9
2020,SE_ADT_ACTS,PT,F,DLDONLD,_T,ALLAREA,62.9
2021,SE_ADT_ACTS,PT,F,DLDONLD,_T,ALLAREA,73.1
2023,SE_ADT_ACTS,PT,F,DLDONLD,_T,ALLAREA,77.5
2017,SE_ADT_ACTS,PT,M,DLDONLD,_T,ALLAREA,77.5
2019,SE_ADT_ACTS,PT,M,DLDONLD,_T,ALLAREA,71.6
2019,SE_ADT_ACTS,PT,M,DLDONLD,_T,ALLAREA,68.4
2021,SE_ADT_ACTS,PT,M,DLDONLD,_T,ALLAREA,72.4
2023,SE_ADT_ACTS,PT,M,DLDONLD,_T,ALLAREA,84.0
2017,SE_ADT_ACTS,PT,_T,DLDONLD,_T,R,70.8
2019,SE_ADT_ACTS,PT,_T,DLDONLD,_T,R,57.9
2020,SE_ADT_ACTS,PT,_T,DLDONLD,_T,R,63.4
2021,SE_ADT_ACTS,PT,_T,DLDONLD,_T,R,75.4
2023,SE_ADT_ACTS,PT,_T,DLDONLD,_T,R,78.9
2017,SE_ADT_ACTS,PT,F,DLDONLD,_T,R,66.9
2019,SE_ADT_ACTS,PT,F,DLDONLD,_T,R,48.0
2020,SE_ADT_ACTS,PT,F,DLDONLD,_T,R,58.9
2021,SE_ADT_ACTS,PT,F,DLDONLD,_T,R,74.1
2023,SE_ADT_ACTS,PT,F,DLDONLD,_T,R,74.0
2017,SE_ADT_ACTS,PT,M,DLDONLD,_T,R,74.6
2019,SE_ADT_ACTS,PT,M,DLDONLD,_T,R,67.7
2020,SE_ADT_ACTS,PT,M,DLDONLD,_T,R,68.2
2021,SE_ADT_ACTS,PT,M,DLDONLD,_T,R,76.7
2023,SE_ADT_ACTS,PT,M,DLDONLD,_T,R,83.2
2017,SE_ADT_ACTS,PT,_T,DLDONLD,_T,U,79.8
2019,SE_ADT_ACTS,PT,_T,DLDONLD,_T,U,68.3
2020,SE_ADT_ACTS,PT,_T,DLDONLD,_T,U,68.3
2021,SE_ADT_ACTS,PT,_T,DLDONLD,_T,U,69.6
2023,SE_ADT_ACTS,PT,_T,DLDONLD,_T,U,83.6
2017,SE_ADT_ACTS,PT,F,DLDONLD,_T,U,78.6
2019,SE_ADT_ACTS,PT,F,DLDONLD,_T,U,60.9
2020,SE_ADT_ACTS,PT,F,DLDONLD,_T,U,67.9
2021,SE_ADT_ACTS,PT,F,DLDONLD,_T,U,72.0
2023,SE_ADT_ACTS,PT,F,DLDONLD,_T,U,82.0
2017,SE_ADT_ACTS,PT,M,DLDONLD,_T,U,81.2
2019,SE_ADT_ACTS,PT,M,DLDONLD,_T,U,77.1
2020,SE_ADT_ACTS,PT,M,DLDONLD,_T,U,68.8
2021,SE_ADT_ACTS,PT,M,DLDONLD,_T,U,66.9
2023,SE_ADT_ACTS,PT,M,DLDONLD,_T,U,85.2
